31419	22288,23570,5303,32957,22430,24351
33261	2880,23523,5353,2505,30733,32334,6190,9101,9841,23570,24755,15508,22804,28308,22430,6267,30270,8991
23570	1640,17836,1948,33014
22804	10546,1170,2999,380,22430
9074	380
23570	21059,19397,9894,12824,29166,9078,32696,32409,31419
31419	23570,19731
22999	32644,29325,400,23570,22804,26265,16290,33448,16426,20011,23739,6723,28618,12363,19805,607,7650,32740,25450,28527,9074,18930
31419	23570
10889	23570,19638
21059	9078,15111
23570	3595,6005,9078
22804	6817,5602,7300,16426,21373,3600,30583,32957
15111	23570,19731,10691
23570	5186,3595,33195,9078,2333
9078	6132,31419,1948,7733
9078	11320,6817,31419,10660
24351	19731
23570	20065,13722,32957
21059	30507,32644,26895
16136	6817,16426,21373
19731	24351
23570	24351
31419	33261,22430
16136	6817,32740,23273,23570,26358,1948
23504	22804,32957,11351
22804	17699,22430
31419	19731
22430	32957
22430	8354,26792,3595,28308,13726
32957	22804
23570	6817,16137,23570,19731,27064
22430	24064,5186,7650,20740,15913,23081,21515,7212,33261,6521,34522
32957	23411
32957	4416,9346,23272,400,3515
6817	9008,8310,23033,1531,1948
23570	32033,30596,20740,1547,15214,32957,1209,22077,3359
28427	13952,553,32971,9140,21369
32033	11353,32033
5677	29280,34017,19397,23570,20505
31419	1948
32957	20065,3595
28308	28427,5918
25180	34384,32957
25180	17699,30341,18794,20011,7030,20379,32957
25180	6817,28427,21039
25180	31736,30341
25180	32576,29608,8425,16426,6740
25180	752,29530,26723,15483
23570	25411,28427,33014
22999	27392,7650,33323,32334,884,22101,22999,28728,32957
22804	1032,18,14845,32957
22804	23411,14572
32033	32033,22430
6909	6817,19731,32044
32033	6817,22430
28308	22804,32957,22430,11084
28308	32033,34569,33014,21373,12607
23570	19731,30341
31419	23570,28308
31419	6817,1162,24431,9393,1948,22430
31419	19731,21205,30341
8976	33339,19397
23570	553,17987,19731,29127
22999	8937,32957,30862
13693	30778,20379,15772
13693	30341,17836,30778,15067,32957
23570	6817,21059,28427,26094,4950
32957	9074,32957
22804	21668
22804	21668,20756
28308	20035,17123,20362,8692,32957,22430
28308	30341,19101,4781,32957,22077
28308	30341,28711,33261,11254,32957
9074	11282,30341
15111	1948,32957
23748	6817
23570	19536,23570,9288,32957
23570	32957,24351
16470	3709,27879
29280	19840,22430
3709	400,19542,1948,3133,22430
22430	11353,1948,31063
11479	14125,29325
11353	31419,21532,22430
1561	32617,6474,1418,14125,17262,6543,26618,1948
22430	28308,1948
22430	32957,14845,27927
1948	8937,27364
22430	15067,1948,24877
22430	3377,10710
28308	1948
22430	26330,16986,22430,32957
3461	30939,22430
22430	1131,14572,32957
3186	8425,27242,22804,10710,31736,16381
23570	28427,8885
17123	30341
6159	8976,1948,32957
32957	9074,26370,22430
23570	28676,19979,23570,34325,4119,13343,2094,10807,28732,1622,11353,17517,15483,130,5267,28308,15007,26274,16548,6820,21669,8361,24755,16052,22197,31419,1731,17104,10979,17123,31470,30975,34569,34066,18198,16152,32033,20263,14125,15666,2874,13642,15691,23892,8533,4957,28003,10597,18792,9074,23411,20341,4982,21373,14214,32145,26515,8602,32156,1948,21406,22430,14241,30627,31153,455,6095,24530,30174,7650,20962,26595,14821,2023,10216,6132,33270,11260,16381
6209	34151,26792,34569,1032,13579,34189,8462,17246,1682,22804,28308,23030,1818,22430
1948	34688,553,20362,15691,13906,28728,30938,15805,22430
22430	20011,2813,19638
28308	2017,26792,9035,11353,21406
28308	1032,14097,1948,22804
10760	5353,3690,2999,19638,10006,16024,1977
28308	15691,14572,18,28308,27927,14845
11353	1032,9074,34579,34189
9074	1032,11353,29546,380
24755	2576,28308,8380,2880,6209,16453,18634,13901,8912,15574,21336,32227,24043,8431,23030,33014,1276,19198,13567
21059	20065,5827,16137,28527,20341,15483
23570	2880,20971,19731,29071
32033	1574,22430,4351
31419	32240,30341
20341	5677
32401	34688,6817,30341,20341,32957
17123	29636,28728,20379,1948,31419
32957	20065
31419	4938,1948
8976	1948
11353	20960,26627,7932,15913,29289,28427,33773,26575,23411,30972,31063,14747,1948
32957	1032,7520
22430	34688,17987,1948,28427
22430	9074,31419,28308,33014
